vocab,syn,morphs
노처녀,올드미스,노처녀
노출,드러내다,노출
노트북,노트북 컴퓨터,노트북
노폐물,찌꺼기,노폐물
노하다,화나다,노하
노화,늙다,노화
노후,낡다; 만년/노후대책,노후
녹아내리다,풀리다,녹아내리
녹음,레코드,녹음
녹이다,덥히다; 그린벨트,녹
논란,논쟁; 논쟁/항론/논파/의론,논란
논리,이치,논리
논밭,전답,논밭
논설문,논설,논설문
논의,의논,논의
논쟁,논전; 논란/논의/논란,논쟁
논증,"입증, 증명",논증
논평,"비평      , 평론",논평
놀랍다,"경이롭다 , 신기하다",놀랍
놀리다,조롱하다,놀리
놀이공원,"놀이동산, 유원지; 게임",놀이
놈놈,녀석,놈
농가,"농사 , 농삿집 , 농갓집",농가
농민,농부,농민
농부,농사꾼,농부
농사,농사일,농사
농사일,농사,농사일
농악,풍물놀이,농악
농작물,작물,농작물
농장,농원,농장
높아지다,거세지다; 거세지다,높
높이다,올리다; 올리다; 올리다,높이
높임말,존댓말,높임말
높임법,경어법,높임법
놓아두다,내려놓다,놓아두
놓이다,안심되다; 처하다,놓이
뇌,"두뇌, 골",뇌
뇌물,상납금; 상납금,뇌물
누다,싸다,누
누리다,만끽하다; 즐기다/만끽하다/감상하다,누리
누출,누설; 누설,누출
눈가,눈언저리,눈가
눈감다,"숨지다    , 죽다; 덮다, 봐주다",눈감
눈길,시선,눈길
눈꺼풀,눈까풀,눈꺼풀
눈동자,동공,눈동자
눈뜨다,"깨다, 일어나다",눈뜨
눈물겹다,"가엾다, 감동스럽다   , 서글프다 , 슬프다    , 처량하다",눈물겹
눈부시다,"빛나다, 환하다; 빛나다, 환하다; 휘황찬란하다/현혹적",눈부시
눈빛,안광,눈빛
눈앞,목전; 목전,눈앞
눈여겨보다,"주목하다 , 주시하다; 주목하다/관심을 갖다/유의하다/주의를 기울이다",눈여겨보
눈초리,"눈꼬리; 눈총, 눈길, 시선",눈초리
눈총,눈살,눈총
눈치,"기미    , 낌새; 알아채다; 재기/재치/돈지",눈치
눌리다,깔리다,눌리
눕히다,누이다,눕히
뉘우치다,"반성하다, 후회하다; 후회하다/반성하다/유감하다/원통하다",뉘우치
느끼하다,"느글느글하다, 메스껍다",느끼
느닷없이,"갑자기        , 난데없이     , 별안간",느닷없이
느슨하다,헐겁다; 헐렁하다/헐겁다,느슨
늑대,이리,늑대
늘리다,"확대하다, 확장하다; 증대하다; 키우다; 증대하다",늘리
늘어나다,"많아지다, 증가하다",늘어나
늘어뜨리다,늘어트리다,늘어뜨리
늘어지다,"처지다; 너부러지다, 퍼지다",늘어지
늠름하다,"당당하다, 씩씩하다, 의젓하다",늠름
능동적∙능동적,"자발적, 자발적",능동
능률,효과; 효율/효과/효능율,능률
능숙하다,"능란하다, 능수능란하다, 능통하다, 잘하다; 익숙하다",능숙
능통하다,"능란하다, 능수능란하다, 능숙하다; 능숙하다/숙달되다/통달하",능통
능하다,"능란하다 , 능수능란하다         , 능숙하다 , 능통하다",능하
늦가을,만추,늦가을
늦추다,"미루다, 연기하다; 풀다",늦추
다가가다,"다가서다 , 접근하다",다가가
다가서다,"다가가다 , 접근하다",다가서
다가오다,"접근하다; 임박하다 , 접어들다",다가오
다국적,글로벌,다국적
다그치다,"재촉하다; 당도하다, 닿다, 도착하다, 이르다; 이르다; 각오; 끝내다; 종용하다/재촉하다/촉구하다; 달하다/도달하다/이르다/닿다",다
다급하다,박절하다,다급
다듬다,고르다; 정리하다,다듬
다루다,"관리하다 , 처리하다; 사용하다; 이용하다",다루
다름없다,"같다       , 동일하다",다름없
다름없이,똑같이,다름없이
다만,"단지, 오직",다만
다물다,"닫다, 함구하다; 닥치다",다물
다발,묶음; 묶음,다발
다방,"카페, 커피숍; 카페; 커피숍",다방
다방면,다면,다방면
다소다소,"약간    , 조금; 약간/조금",다소
다수,"대다수     , 상당수",다수
다스리다,통치하다,다스리
다시금,재차; 또,다시
다운로드,내려받기,다운로드
다이아몬드,"금강석, 다이아",다이아몬드
다정,"사이좋다, 살갑다",다정
다지다,닦다,다지
다짜고짜,다짜고짜로; 무작정/무조건,다짜고짜
다채롭다,"다양하다, 컬러풀하다; 눈부시다/호화롭다/찬란하다",다채
다투다,싸우다; 겨루다; 싸우다,다투
다행,행,다행
단거리,근거리,단거리
단결,단합; 단합/결속/결합/일치/협동/단,단결
단계,"계단; 순차적, 순차적",단계
단골,단골손님,단골
단군,단군왕검,단군
단기,단기간,단기
단기간,단기,단기간
단념,"체념, 포기, 그만두다",단념
단단하다,굳세다,단단
단단히,견고히; 튼튼히,단단히
단독,"혼자, 혼자",단독
단돈,단,단돈
단락,일단락,단락
단란하다,화목하다,단란
단련,연마,단련
단말기,단말 장치,단말기
단번에,단숨에,단번에
단서,실마리; 실마리/열쇠,단서
단순히,간단히,단순히
단숨에,"한숨에, 단걸음에; 단번에",단숨에
단연,"단연코, 단연히; 단연히/단연코",단연
단절,절단; 절단하다/자르다/잘라 내다/끊다/동자르다,단절
단점,결점,단점
단정,"결단, 결정, 판단; 깨끗하다, 말끔하다",단정
단조롭다,단순하다; 변화가 없다,단조
단지,다만,단지
단체,"조합, 집단",단체
단합,단결,단합
단호하다,엄격하다,단호
달다,"붙이다; 설치하다; 재다; 요구하다; 이르다, 다다르다, 도달하다; 개월; 월월; 졸이다/조리다/졸다/졸아들다; 다다르다/이르다/도달하다/닿다",달
달라붙다,들붙다,달라붙
달라지다,"바뀌다    , 변하다; 변하다",달라지
달래다,"구슬리다 , 타이르다,; 가라앉히다, 진정시키다",달래
달러달러,불,달러
달려가다,뛰어가다; 뛰어가다; 뛰어가다,달려가
달려들다,덤벼들다,달려들
달리,특별히; 부착되다; 뛰다; 구구하다/다르다/이질적이다/분분하다/색다르다,달리
달빛,월광,달빛
달성,실현; 성공; 이루다/이룩하다/해내다/성취하다/쟁취하다,달성
달아나다,"도망가다, 도망치다; 사라지다  , 없어지다; 사라지다  , 없어지다",달아나
달아오르다,"뜨거워지다; 빨개지다; 고조되다, 무르익다",달아오르
달콤하다,"감미롭다, 달다; 감미롭다, 달다",달콤
닳다,"낡다, 오래되다",닳
담,담장; 넣다; 벽,담
담그다,넣다; 만들다,담그
담기다,어리다,담기
담담하다,"차분하다  , 평온하다; 차분하고 평온하다/덤덤하다",담담
담당,맡다,담당
담당자,담당,담당자
담백하다,담담하다,담백
담장,담,담장
답례,답인사,답례
답변,대답,답변
닷새,닷샛날,닷새
당,정당,당
당국,당사국,당국
당근,홍당무,당근
당기다,돋우다; 앞당기다,당기
당뇨병,당뇨,당뇨병
당당하다,떳떳하다; 떳떳하다,당당
당면,직면,당면
당부,"부탁, 신신당부; 부탁/요청/신청/청탁",당부
당분간당분간,"얼마간, 잠시, 잠시",당분간
당사자,본인,당사자
당선,입선,당선
당신,너,당신
당연하다,응당하다,당연
당연히,응당; 물론물론,당연히
당일,그날; 그날,당일
당장,바로       즉시,당장
당하다,처하다; 겪다; 입다,당하
당혹,당황,당혹
당황,당혹,당황
닿다,접촉하다; 전달되다,닿
대대,개비; 세대,대대
대가,"대금; 보상    , 보수",대가
대강대강,"대체로, 대충, 대략",대강대강
대개대개,"대부분, 대부분, 대체로; 대부분대부분",대개
대견하다,"기특하다, 대견스럽다",대견
대결,겨루기,대결
대금,"값, 대가, 대료",대금
대기,기다리다,대기
대꾸,말대꾸,대꾸
대나무,대,대나무
대낮,백주,대낮
대다,"맞추다; 세우다; 둘러대다  , 말하다; 대보름날",대
대다수,대부분,대다수
대단하다,"심하다; 굉장하다, 놀랍다, 상당하다",대단
대단히,몹시,대단히
대담,대화; 담대하다; 대화,대담
대대로,대대,대대로
대대손손,"자자손손, 자손만대",대대손손
대들다,받다,대들
대등,"동등, 같다",대등
대뜸,갑자기,대뜸
대략대략,"대체로, 대충, 대강; 개략적, 개략적; 약",대략
대로,큰길,대로
대륙,"내륙        , 육지",대륙
대리,대행,대리
대립,대치,대립
대머리,민머리,대머리
대변,"똥, 변",대변
대본,"각본, 시나리오",대본
대비,"비교; 대책, 준비; 비교; 준비하다/대처하다",대비
대수롭다,"대단하다 , 중요하다",대수롭
대안,"대비책, 대응책, 대책",대안
대양,"바다, 해양",대양
대여,"대출, 임대, 빌려주다",대여
대우,처우,대우
대응,"대비, 대처; 상응; 응하다/일치하다/부합하다/해당되다",대응
대장,큰창자,대장
대접,대우,대접
대조,비교; 대비,대조
대중가요,"가요; 통속적, 통속적; 가요",대중
대책,"대비책     , 방안",대책
대체대체,도대체; 교체; 교체하다/대신하다/대용하다,대체
대체로,"대충, 대강, 대략; 대개",대체로
대출,"대여, 빌리다",대출
대충,"대체로, 대강, 대략",대충
대폭대폭,많이,대폭
대표,대표자,대표
대피,피신,대피
대하다,마주하다; 대우하다; 관하다,대하
대한민국,한국; 한국,대한민국
대항,"저항, 맞서다",대항
대형차,대형 자동차,대형차
댐,"둑          , 방죽       , 제방",댐
댓글,답글,댓글
더구나,더군다나,더구나
더군다나,더구나; 더구나/더더군다나,더군다나
더더욱,"더욱더    , 점점",더더욱
더듬거리다,"더듬대다, 더듬더듬하다",더듬거리
더듬다,"더듬거리다         , 더듬대다, 더듬더듬하다; 회상하다; 손으로 feel (around) / retrace (one's memory) (기억하다",더듬
더디다,느리다,더디
더러,"간혹, 이따금",더러
더럽히다,실추하다,더럽히
더미,뭉치,더미
더없이,매우,더없이
더욱더,"더더욱    , 더욱이",더욱더
더욱이,더욱더,더욱이
더하다,"보태다      , 추가하다; 보태다      , 추가하다",더
덕,덕분; 덕분,덕
덕택,덕분,덕택
덜다,"빼다; 줄이다    , 지우다",덜
덜렁대다,덜렁거리다,덜렁대
덤,"서비스, 추가; 서비스",덤
덤비다,대들다,덤비
덥히다,녹이다,덥히
덧붙이다,부연하다,덧붙이
덩어리,"더미       , 뭉치",덩어리
덩치,몸집,덩치
덮다,"씌우다; 닫다; 감추다    , 숨기다",덮
덮치다,밀어닥치다,덮치
데,"곳, 장소; 것            , 일; 경우; 곳",데
데모,"시위, 시위운동",데모
데우다,가열하다,데우
도,정도; 도청,도
도구,"기구    , 연장; 수단",도구
도달,당도; 도착; 달하다,도달
도대체,"대관절, 대체; 당최        , 도무지      , 도저히",도대체
도덕,"도       , 윤리; 윤리적",도덕
도둑,도적,도둑
도로,다시; 다시; 길,도로
도리,본분; 방도,도리
도리어,오히려; 오히려/반대로/차라리,도리어
도망,도주,도망
도망가다,도망치다,도망가
도망치다,도망가다,도망치
도맡다,담당하다,도맡
도모,꾀하다; 촉진시키다/육성하다/장려하,도모
도무지,도통; 도통; 도대체/도저히,도무지
도박,노름,도박
도보,보행,도보
도서,책,도서
도약,뛰어오르다,도약
도장,"인장, 인",도장
도저히,통; 도대체/도무지/도통,도저히
도전,모험,도전
도중,중도; 중간,도중
도처,"곳곳, 여기저기",도처
도표,그림표,도표
도피,"도망, 도주",도피
독,독약,독
독감,유행성감기,독감
독립,자립; 자주,독립
독방,독실,독방
독사,독뱀,독사
독신,싱글,독신
독일어,독어,독일어
독재,독재 정치,독재
독점,독차지,독점
독특하다,특이하다,독특
돈독하다,두텁다,돈독
돋우다,부추기다,돋우
돌려받다,찾다,돌려받
돌려보내다,반환하다,돌려보내
돌멩이,돌; 돌,돌멩이
돌보다,보살피다; 돌아보다; 보다,돌
돌아다니다,배회하다,돌아다니
돌아서다,토라지다,돌아서
돌파,경신하다; 뚫다,돌파
동,동쪽; 동사무소,동
동감,공감,동감
동그라미,원,동그라미
동그랗다,동글다,동그랗
동기,동기생; 형제,동기
동등,"마찬가지, 똑같다",동등
동문,"동창, 동학",동문
동반,동행,동반
동요,흔들리다; 흔들리다,동요
동의,찬성,동의
동일,같다; 같다; 똑같다,동일
동작,움직이다; 몸짓/움직임,동작
동정,연민,동정
동참,참여,동참
동창,"동문, 동학",동창
동창회,동문회,동창회
동포,"교민, 교포",동포
동행,동반,동행
동향,경향; 동정/흐름/추세/경향/유행,동향
동화책,동화집,동화책
되게,된통,되게
되뇌다,반복하다; 가급적,되
되돌리다,회귀하다; 반환하다,되돌리
되돌아보다,회상하다,되돌아보
되묻다,반문하다,되묻
되살아나다,"부활하다, 회생하다",되살아나
되새기다,"곱씹다 , 되씹다, 되새김질하다; 돌이켜 생각하다/회상하다",되새기
되풀이,반복,되풀이
된소리,경음,된소리
두근거리다,"두근대다, 두근두근하다",두근거리
두뇌,뇌; 머리,두뇌
두드러지다,"돋보이다, 현저하다; 드러나다/돋보이다/띄다/튀다/부각되다",두드러지
두드리다,치다,두드리
두들기다,두드리다,두들기
두려움,"공포, 무서움",두려움
두려워하다,"겁내다, 무서워하다",두려워
두렵다,"겁나다, 무섭다",두렵
두루,"골고루, 빠짐없이",두루
두르다,에워싸다; 매다,두르
두리번거리다,"두리번대다, 두리번두리번하다",두리번거리
두텁다,"깊다, 돈독하다",두텁
두툼하다,두껍다; 두껍다; 두껍다/도톰하다/넉넉하다,두툼
둔하다,"굼뜨다, 미련하다",둔하
둘러보다,살펴보다,둘러보
둘러싸다,"에워싸다, 포위하다; 관련되다; 에워싸다",둘러싸
둥그렇다,둥글다,둥그렇
둥글다,둥그렇다,둥글
둥지,보금자리,둥지
뒤돌아보다,회상하다,뒤돌아보
뒤따르다,좇아가다; 따라오다,뒤따르
뒤떨어지다,"낙오되다, 뒤처지다",뒤떨어지
뒤바뀌다,도치되다,뒤바뀌
뒤섞이다,엉키다,뒤섞이
뒤엉키다,뒤얽히다; 얽히다,뒤엉키
뒤엎다,뒤집어엎다; 뒤집어엎다,뒤엎
뒤적이다,뒤지다; 다음,뒤
뒤죽박죽,"난장판, 엉망",뒤죽박죽
뒤지다,뒤서다; 수색하다; 수색하다; 찾아보다; 뒤적거리다/뒤져내다,뒤지
뒤집다,"뒤바꾸다; 번복하다, 엎다",뒤집
뒤집어쓰다,둘러쓰다,뒤집어쓰
뒤집히다,뒤바뀌다,뒤집히
뒤쫓다,"쫓아가다, 추적하다",뒤쫓
뒤처지다,"낙오되다, 뒤떨어지다",뒤처지
뒤통수,"뒷골, 뒷머리",뒤통수
뒤틀리다,비틀어지다; 꼬이다,뒤틀리
